Timestamp_Unix,Signal_mV,Intent_Label,Label_Class
1771059088.378532171,502.149597,CLICK,5
1771059088.382557869,503.793304,CLICK,5
1771059088.382618189,505.738128,CLICK,5
1771059088.387181997,507.657623,CLICK,5
1771059088.391038895,509.268737,CLICK,5
1771059088.394927025,510.445281,CLICK,5
1771059088.399509907,511.210510,CLICK,5
1771059088.403454065,511.602294,CLICK,5
1771059088.407397985,511.610931,CLICK,5
1771059088.411293030,511.235992,CLICK,5
1771059088.415858030,510.533081,CLICK,5
1771059088.419743061,509.642120,CLICK,5
1771059088.423586130,508.793029,CLICK,5
1771059088.428054094,508.198303,CLICK,5
1771059088.432027817,507.905517,CLICK,5
1771059088.435977936,507.762176,CLICK,5
1771059088.440494061,507.504241,CLICK,5
1771059088.444367886,506.930908,CLICK,5
1771059088.448266029,506.071838,CLICK,5
1771059088.452186823,505.151641,CLICK,5
1771059088.456281185,504.382385,CLICK,5
1771059088.460358858,503.859680,CLICK,5
1771059088.464540958,503.603057,CLICK,5
1771059088.468585014,503.568572,CLICK,5
1771059088.468645096,503.634124,CLICK,5
1771059088.473257065,503.625671,CLICK,5
1771059088.477200985,503.369598,CLICK,5
1771059088.481148958,502.747039,CLICK,5
1771059088.485064983,501.722015,CLICK,5
1771059088.489689112,500.306793,CLICK,5
1771059088.493539095,498.521972,CLICK,5
1771059088.497486115,496.435577,CLICK,5
1771059088.501447916,494.184234,CLICK,5
1771059088.506043911,491.875457,CLICK,5
1771059088.510009050,489.504943,CLICK,5
1771059088.513833046,487.031555,CLICK,5
1771059088.518399954,484.506713,CLICK,5
1771059088.522294044,482.100646,CLICK,5
1771059088.526148081,480.047485,CLICK,5
1771059088.530734062,478.598968,CLICK,5
1771059088.534664869,477.991058,CLICK,5
1771059088.538271904,478.414306,CLICK,5
1771059088.542366028,479.973205,CLICK,5
1771059088.546469212,482.608612,CLICK,5
1771059088.550532103,486.023406,CLICK,5
1771059088.554576874,489.692840,CLICK,5
1771059088.554625988,493.000335,CLICK,5
1771059088.559119940,495.469757,CLICK,5
1771059088.562974930,496.970672,CLICK,5
1771059088.567460060,497.730316,CLICK,5
1771059088.571379900,498.151031,CLICK,5
1771059088.575290203,498.614013,CLICK,5
1771059088.579205990,499.395263,CLICK,5
1771059088.583779097,500.640686,CLICK,5
1771059088.587702990,502.330352,CLICK,5
1771059088.591576099,504.257568,CLICK,5
1771059088.596062899,506.044250,CLICK,5
1771059088.600001097,507.198669,CLICK,5
1771059088.603952169,507.260467,CLICK,5
1771059088.607923031,505.978668,CLICK,5
1771059088.612531900,503.400390,CLICK,5
1771059088.616492033,499.886383,CLICK,5
1771059088.620450020,496.061737,CLICK,5
1771059088.624227047,492.607330,CLICK,5
1771059088.628322124,490.025024,CLICK,5
1771059088.632453918,488.599884,CLICK,5
1771059088.636519909,488.445953,CLICK,5
1771059088.640619993,489.451538,CLICK,5
1771059088.640681028,491.219329,CLICK,5
1771059088.645230055,493.137268,CLICK,5
1771059088.649136066,494.581604,CLICK,5
1771059088.652956963,495.162841,CLICK,5
1771059088.657495022,494.844085,CLICK,5
1771059088.661350965,493.858306,CLICK,5
1771059088.665768862,492.567504,CLICK,5
1771059088.669617891,491.394104,CLICK,5
1771059088.673552990,490.775024,CLICK,5
1771059088.678146124,491.059173,CLICK,5
1771059088.682074785,492.387481,CLICK,5
1771059088.686007023,494.692718,CLICK,5
1771059088.689894915,497.863647,CLICK,5
1771059088.694390059,501.801055,CLICK,5
1771059088.698250055,506.129669,CLICK,5
1771059088.702201128,509.941040,CLICK,5
1771059088.706656933,512.103271,CLICK,5
1771059088.710298777,511.935791,CLICK,5
1771059088.714406967,509.546325,CLICK,5
1771059088.718468189,505.549560,CLICK,5
1771059088.722535849,500.516967,CLICK,5
1771059088.726595163,494.719177,CLICK,5
1771059088.726639032,488.412109,CLICK,5
1771059088.731115103,482.241577,CLICK,5
1771059088.735023022,477.160064,CLICK,5
1771059088.738950968,473.931243,CLICK,5
1771059088.743517876,472.798431,CLICK,5
1771059088.747452974,473.530303,CLICK,5
1771059088.751384020,475.619995,CLICK,5
1771059088.755316973,478.498382,CLICK,5
1771059088.759835958,481.739379,CLICK,5
1771059088.763742924,485.150268,CLICK,5
1771059088.767591953,488.709777,CLICK,5
1771059088.772067070,492.456054,CLICK,5
1771059088.775917053,496.416412,CLICK,5
1771059088.780395031,500.615112,CLICK,5
1771059088.784253836,505.090057,CLICK,5
1771059088.788214922,509.826995,CLICK,5
1771059088.792708158,514.663818,CLICK,5
1771059088.796272039,519.289733,CLICK,5
1771059088.800342083,523.349914,CLICK,5
1771059088.804398060,526.580566,CLICK,5
1771059088.808574915,528.884765,CLICK,5
1771059088.812634230,530.290344,CLICK,5
1771059088.812695026,530.916992,CLICK,5
1771059088.817306042,531.037902,CLICK,5
1771059088.821261168,531.061645,CLICK,5
1771059088.825199127,531.351196,CLICK,5
1771059088.829051971,532.026977,CLICK,5
1771059088.833523989,532.927185,CLICK,5
1771059088.837378025,533.738464,CLICK,5
1771059088.841963053,534.200683,CLICK,5
1771059088.845868111,534.200866,CLICK,5
1771059088.849784136,533.682128,CLICK,5
1771059088.854274988,532.525878,CLICK,5
1771059088.858190060,530.586547,CLICK,5
1771059088.862066984,527.875915,CLICK,5
1771059088.865906000,524.661499,CLICK,5
1771059088.870462894,521.342529,CLICK,5
1771059088.874413013,518.242492,CLICK,5
1771059088.878314972,515.523437,CLICK,5
1771059088.882282019,513.251586,CLICK,5
1771059088.886361122,511.509002,CLICK,5
1771059088.890439987,510.418701,CLICK,5
1771059088.894532204,510.061523,CLICK,5
1771059088.898613930,510.369354,CLICK,5
1771059088.898653984,511.116943,CLICK,5
1771059088.903130770,512.002990,CLICK,5
1771059088.907069921,512.750488,CLICK,5
1771059088.911031961,513.163696,CLICK,5
1771059088.915682077,513.142639,CLICK,5
1771059088.919651985,512.714294,CLICK,5
1771059088.923610926,512.045104,CLICK,5
1771059088.927572966,511.357788,CLICK,5
1771059088.931456089,510.763610,CLICK,5
1771059088.935950994,510.208282,CLICK,5
1771059088.939815998,509.579071,CLICK,5
1771059088.943722010,508.830047,CLICK,5
1771059088.948311090,508.012176,CLICK,5
1771059088.952245951,507.234497,CLICK,5
1771059088.956176996,506.578247,CLICK,5
