Timestamp_Unix,Timestamp_Ms,Signal_Raw,Intent_Label,Label_Class
1771771428.405948877,264488.475,492.2293,REST,0
1771771428.413552046,264496.078,531.1300,REST,0
1771771428.418750048,264501.276,548.4036,REST,0
1771771428.426423073,264508.949,536.4784,REST,0
1771771428.430248022,264512.774,549.2725,REST,0
1771771428.437942028,264520.468,539.3640,REST,0
1771771428.443109035,264525.635,520.9401,REST,0
1771771428.450822830,264533.349,550.5737,REST,0
1771771428.454681158,264537.207,560.3508,REST,0
1771771428.463546038,264546.073,577.9988,REST,0
1771771428.467417002,264549.943,566.4073,REST,0
1771771428.475131989,264557.658,573.2125,REST,0
1771771428.479024887,264561.551,577.7432,REST,0
1771771428.487998009,264570.524,532.1274,REST,0
1771771428.491825819,264574.352,562.8835,REST,0
1771771428.499469995,264581.996,593.5430,REST,0
1771771428.504667997,264587.194,585.7760,REST,0
1771771428.512383938,264594.910,579.7730,REST,0
1771771428.516272068,264598.798,574.8009,REST,0
1771771428.523941994,264606.468,565.3150,REST,0
1771771428.529032946,264611.559,548.7675,REST,0
1771771428.536527157,264619.053,552.1535,REST,0
1771771428.540418148,264622.944,559.7410,REST,0
1771771428.549154997,264631.681,560.1762,REST,0
1771771428.553038120,264635.564,542.2409,REST,0
1771771428.561954021,264644.480,540.4924,REST,0
1771771428.565775156,264648.301,521.5841,REST,0
1771771428.573357105,264655.883,525.7924,REST,0
1771771428.577244997,264659.771,507.9559,REST,0
1771771428.586234093,264668.761,494.5335,REST,0
1771771428.590126991,264672.653,524.9542,REST,0
1771771428.597742081,264680.268,535.5391,REST,0
1771771428.602828979,264685.355,535.6845,REST,0
1771771428.610565186,264693.091,532.8547,REST,0
1771771428.614439011,264696.965,515.3939,REST,0
1771771428.623429060,264705.955,526.8150,REST,0
1771771428.627177954,264709.704,560.2263,REST,0
1771771428.634793043,264717.319,597.3216,REST,0
1771771428.638667107,264721.193,594.5399,REST,0
1771771428.647660017,264730.186,585.1147,REST,0
1771771428.651546001,264734.072,633.9965,REST,0
1771771428.659500122,264742.026,607.9694,REST,0
1771771428.663330078,264745.856,580.4581,REST,0
1771771428.672223091,264754.749,577.5266,REST,0
1771771428.676113844,264758.640,550.4739,REST,0
1771771428.683813095,264766.339,527.7144,REST,0
1771771428.688997984,264771.524,518.0629,REST,0
1771771428.696698189,264779.224,504.0918,REST,0
1771771428.700520039,264783.046,487.6757,REST,0
1771771428.709470987,264791.997,501.5276,REST,0
1771771428.713279009,264795.805,589.0643,REST,0
1771771428.720822096,264803.348,547.8512,REST,0
1771771428.724781036,264807.307,550.8723,REST,0
1771771428.733690023,264816.216,537.7473,REST,0
1771771428.737514019,264820.040,542.2256,REST,0
1771771428.745213985,264827.740,508.1228,REST,0
1771771428.750380039,264832.906,496.3654,REST,0
1771771428.757976055,264840.502,520.9398,REST,0
1771771428.761871099,264844.397,597.1284,REST,0
1771771428.770746231,264853.272,570.3781,REST,0
1771771428.774618149,264857.145,515.7366,REST,0
1771771428.782335043,264864.861,536.5182,REST,0
1771771428.786221981,264868.748,575.2350,REST,0
1771771428.795164824,264877.691,594.8642,REST,0
1771771428.799187899,264881.714,600.6607,REST,0
1771771428.806793928,264889.320,593.8690,REST,0
1771771428.810678005,264893.205,595.7914,REST,0
1771771428.819656849,264902.183,587.2460,REST,0
1771771428.823397160,264905.923,546.3713,REST,0
1771771428.832143068,264914.669,560.7787,REST,0
1771771428.835965872,264918.492,578.0579,REST,0
1771771428.843608141,264926.134,536.8582,REST,0
1771771428.847494841,264930.021,514.4473,REST,0
1771771428.856503010,264939.029,517.1832,REST,0
1771771428.860373020,264942.899,539.7945,REST,0
1771771428.867997885,264950.524,520.4910,REST,0
1771771428.873093843,264955.621,474.3913,REST,0
1771771428.880790949,264963.317,444.9283,REST,0
1771771428.884682894,264967.209,479.6175,REST,0
1771771428.893671989,264976.198,516.2218,REST,0
1771771428.897519112,264980.045,481.8039,REST,0
1771771428.905251026,264987.777,475.6914,REST,0
1771771428.909078121,264991.604,504.7073,REST,0
1771771428.918046951,265000.573,508.8900,REST,0
1771771428.921976089,265004.502,497.9106,REST,0
1771771428.929677010,265012.203,432.4031,REST,0
1771771428.933562040,265016.088,329.6345,REST,0
1771771428.942434072,265024.960,201.3878,REST,0
1771771428.946245909,265028.772,36.2163,REST,0
1771771428.955240965,265037.767,-96.5748,REST,0
1771771428.959091902,265041.618,-174.3035,REST,0
1771771428.966805935,265049.332,-216.4675,REST,0
1771771428.970664024,265053.190,-248.1498,REST,0
1771771428.979500055,265062.026,-249.5422,REST,0
1771771428.983388901,265065.915,-214.3209,REST,0
1771771428.991109133,265073.635,-190.9463,REST,0
1771771428.996253967,265078.780,-117.2470,REST,0
1771771429.003927946,265086.454,-33.9337,REST,0
1771771429.007748127,265090.274,18.6022,REST,0
1771771429.016518831,265099.045,127.5689,REST,0
1771771429.020410061,265102.936,197.9142,REST,0
1771771429.028176785,265110.703,256.0712,REST,0
1771771429.032058001,265114.584,322.5383,REST,0
1771771429.041157007,265123.683,364.3201,REST,0
1771771429.044980049,265127.506,403.8822,REST,0
1771771429.052638054,265135.164,490.8771,REST,0
1771771429.056518793,265139.045,535.3669,REST,0
1771771429.065477133,265148.003,519.5614,REST,0
1771771429.069341898,265151.868,573.7075,REST,0
1771771429.076954842,265159.481,588.1569,REST,0
